Site ID,Season,Mussel Species,Plant Species,Sample ID,Material_Ag,Material,Treatment,Flag,CNS Run,CNS Tray,Weight (mg),N2 Area,δ15N At. Air,%N,CO2 Area,δ13C VPDB,%C,SO2 Area,δ34S VCDT,%S,HO Run,HO Tray,weight (mg),H2 Amp,%H,δ2H vs. VSMOW,CO Amp,%O,δ18O vs. VSMOW,Notes
RICH,,,Corn Leaf,RC Corn Leaves,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.748,0.0165,3.0051,3.0018,0.7844,-11.7301,51.7162,0.0046,5.2325,0.3377,,"Tray 3, 19, 20",0.457,9261,6.3188,-74.9772,4331,43.1367,31.1926,
RICH,,,Forb,RC Forbes,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.892,0.0177,4.7456,3.1029,0.6634,-31.1201,42.125,0.006,1.3462,0.4251,,"Tray 3, 19, 20",0.455,8511,5.8326,-117.4189,4249,41.7998,22.4846,
RICH,,,Grass,RC Grasses,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.026,0.0121,5.3399,2.7435,0.5731,-28.7702,46.8032,0.0027,0.0978,0.2496,,"Tray 3, 19, 20",0.386,7490,6.0504,-102.3054,3571,42.8997,24.854,
RICH,,,Grass,RC Riparian Grasses,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.357,1554,6.1834,-116.4215,3594,41.9892,20.9388,
RICH,,,Ohio Buckey,RC Ohio Buckeye,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.489,0.0098,-0.4441,1.9268,0.7861,-30.2985,55.6777,0.0022,-0.6071,0.178,,"Tray 3, 19, 20",0.369,7261,6.1357,-81.4771,3456,42.1373,24.5367,
RICH,,,Soybean Leaf,RC Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.003,0.0207,-0.7295,4.7052,0.6233,-27.8679,51.2886,0.0036,1.9424,0.3359,,"Tray 3, 19, 20",0.354,8510,7.4958,-126.0326,3702,48.3618,25.9283,"HO: well empty, filled from extra sample from well B5"
RICH,,,Soybean Leaf,RC Soybean-1,Soy,Riparian Vegetation,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,,,Sycamore,RC A. Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.767,0.0115,4.7658,2.0941,0.8113,-30.6672,53.2249,0.0033,4.6689,0.2399,,"Tray 3, 19, 20",0.359,6749,5.8619,-107.9913,3365,41.5247,21.6864,
RICH,,,Walnut,RC Walnut,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.391,7081,5.6469,-86.1029,3791,43.3052,22.9554,
RICH,,,Walnut,RC Walnut P1,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.048,0.0102,-0.2468,2.2858,0.6087,-31.5608,49.3499,0.0013,4.6064,0.12,,,,,,,,,,
RICH,Summer,Asian Clam,,RC-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,6.806224277,8.394361891,,-31.98591392,44.9038986,,-0.31,0.41,,Tray 7b,0.491,1408,6.5285,-76.1426,8052,28.5308,14.7964,
RICH,Summer,Asian Clam,,RC-AC-04,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.421,1179,6.3717,-79.2518,6325,26.0796,13.9065,
RICH,Summer,Asian Clam,,RC-AC-07,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.474,1286,6.21,-78.4974,6879,25.1367,14.1088,
RICH,Fall,Asian Clam,,RCAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.041,0.0137,7.0798,8.7236,0.3138,-32.9523,39.8249,0.0041,0.5684,0.6334,,,,,6.53,-76.14,0.314,28.53,14.8,
RICH,Fall,Asian Clam,,RCAC-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.923,0.0129,7.6537,9.295,0.3139,-32.8851,44.9381,0.0038,0.7486,0.6524,,,,,6.37,-79.25,0.314,26.08,13.91,
RICH,Fall,Asian Clam,,RCAC-07,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.983,0.0151,7.5483,10.1735,0.3226,-32.2931,43.3616,0.0045,0.9763,0.7248,,,,,6.21,-78.5,0.323,25.14,14.11,
RICH,Summer,Asian Clam,,RC AC-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.1782,10.1169,,-31.14,46.747,,-0.55,0.41,,,,,6.67,-76.38,3188,31.81,19.49,
RICH,Summer,Asian Clam,,RC AC-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,6.8754,8.6055,,-31.9095,45.8004,,0.2,0.4,,,,,6.57,-75.13,3087,28.59,16.25,
RICH,Summer,Asian Clam,,RC AC-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,6.8243,8.7202,,-31.5429,44.5924,,-0.53,0.47,,,,,6.77,-78.92,3370,34.12,34.02,
RICH,Summer,Fatmucket,,RC FM-01,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.5402,6.9896,,-31.0322,26.8501,,0.43,0.45,,,,,5.19,-82.31,3096,28.34,11.47,
RICH,Summer,Fatmucket,,RC FM-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.0034,10.3813,,-31.7418,36.7448,,-0.17,0.32,,,,,6.61,-92.34,2781,27.97,13.41,
RICH,Summer,Fatmucket,,RC FM-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.2795,6.6708,,-31.2792,27.4138,,,,,,,,5.03,-86.85,2838,28.93,13.98,
RICH,Summer,Fatmucket,,RC FM-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.6214,10.3552,,-31.0273,40.8124,,-0.29,0.43,,,,,5.6,-78.04,3451,33.53,18.21,
RICH,Summer,Fatmucket,,RC FM-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.0884,6.9721,,-31.4595,27.0169,,0.94,0.31,,,,,4.31,-78.07,2588,28,12.75,
RICH,Summer,Fatmucket,,RC-FM-04,Mussel Tissue,Mussel Tissue,none,,,,,,6.877415454,7.314900466,,-31.85652415,35.99917382,,-0.89,0.33,,Tray 7b,0.505,1304,5.964,-87.9937,7433,25.6022,11.069,
RICH,Summer,Fatmucket,,RC-FM-05,Mussel Tissue,Mussel Tissue,none,,,,,,8.038533514,10.84655298,,-31.22525886,37.40091006,,-1.19,0.35,,Tray 7b,0.386,1354,8.0344,-89.7343,8231,37.3148,13.1753,
RICH,Summer,Fatmucket,,RC-FM-06,Mussel Tissue,Mussel Tissue,none,,,,,,6.149460608,7.214586422,,-32.71128086,36.00472125,,-0.39,0.34,,Tray 7b,0.396,1064,6.178,-82.8336,5754,25.0882,12.2783,
RICH,Summer,Fatmucket,,RC-FM-08,Mussel Tissue,Mussel Tissue,none,,,,,,7.182234012,7.86863355,,-31.61930955,35.37796449,,0.02,0.41,,Tray 7b,0.455,1088,5.5045,-74.3362,7542,33.0135,29.5608,
RICH,Summer,Fatmucket,,RC-FM-09,Mussel Tissue,Mussel Tissue,none,,,,,,7.527160275,7.381106863,,-32.14863137,37.41097127,,0.34,0.43,,Tray 7b,0.437,1019,5.4035,-39.6626,6517,26.5072,11.857,
RICH,Fall,Fatmucket,,RCFM-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.096,0.0087,7.4542,3.9166,0.2206,-30.2273,25.8758,,,,,,,,5.96,-87.99,0.221,25.6,11.07,"CNS: bad peak shape, no S data"
RICH,Fall,Fatmucket,,RCFM-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.128,0.0065,7.1555,2.8401,0.2154,-31.4671,24.5472,,,,,,,,8.03,-89.73,0.215,37.31,13.18,"CNS: bad peak shape, no S data"
RICH,Fall,Fatmucket,,RCFM-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.157,0.0092,7.0492,3.9076,0.2767,-33.6197,30.7424,,,,,,,,6.18,-82.83,0.277,25.09,12.28,"CNS: bad peak shape, no S data"
RICH,Fall,Fatmucket,,RCFM-08,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.909,0.0081,7.0173,4.3569,0.2205,-30.9309,31.1828,,,,,,,,5.5,-74.34,0.221,33.01,29.56,"CNS: bad peak shape, no S data"
RICH,Fall,Fatmucket,,RCFM-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.968,0.0102,7.3969,5.1584,0.2429,-32.1875,32.2591,,,,,,,,5.4,-39.66,0.243,26.51,11.86,"CNS: bad peak shape, no S data"
RICH,Summer,Plain Pocketbook,,RC PP-01,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.4299,9.2679,,-31.8536,39.1242,,1.09,0.47,,,,,6.42,-85.3,3220,30.94,14.64,
RICH,Summer,Plain Pocketbook,,RC PP-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.2825,7.0938,,-31.6026,32.0026,,1.41,0.66,,,,,6.04,-87.94,3290,31.42,13.8,
RICH,Summer,Plain Pocketbook,,RC PP-08,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.456,8.2548,,-32.2947,35.8175,,0.95,0.53,,,,,5.46,-88.45,3006,30.33,13.34,
RICH,Summer,Plain Pocketbook,,RC PP-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.5262,11.1476,,-32.2212,42.5554,,1.02,0.6,,,,,6.23,-84.56,3356,30.81,12.71,
RICH,Summer,Plain Pocketbook,,RC PP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.2725,7.1699,,-31.8154,30.8309,,0.76,0.6,,,,,6.45,-85.3,2974,30.31,13.29,
RICH,Summer,Plain Pocketbook,,RC PP-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.5462,10.1481,,-31.6869,38.6057,,1.04,0.5,,,,,5.19,-86.83,2765,28.34,11.71,
RICH,Summer,Plain Pocketbook,,RC-PP-02,Mussel Tissue,Mussel Tissue,none,,,,,,8.313271293,6.691009623,,-31.68792534,26.46728243,,1.82,0.61,,Tray 7b,0.503,1301,5.825,-81.5061,7599,26.3493,11.4523,
RICH,Summer,Plain Pocketbook,,RC-PP-04,Mussel Tissue,Mussel Tissue,none,,,,,,7.588324525,4.938498981,,-32.10648167,28.53391168,,1.31,0.52,,Tray 7b,0.471,1265,6.0603,-86.3051,7095,26.1559,12.6292,
RICH,Summer,Plain Pocketbook,,RC-PP-06,Mussel Tissue,Mussel Tissue,none,,,,,,7.767806505,8.519982735,,-32.61423853,38.13781051,,1.52,0.55,,Tray 7b,0.379,902,5.3781,-78.325,6444,30.0103,13.5318,
RICH,Summer,Plain Pocketbook,,RC-PP-09,Mussel Tissue,Mussel Tissue,none,,,,,,6.611701908,6.742278536,,-32.50641371,34.6253578,,0.73,0.46,,Tray 7b,0.478,1320,6.2047,-84.4105,7322,26.6123,12.6821,
RICH,Fall,Plain Pocketbook,,RCPP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.915,0.0093,7.8025,6.7453,0.2203,-33.4349,31.8041,0.0034,2.4986,0.5883,,,,,5.82,-81.51,0.22,26.35,11.45,
RICH,Fall,Plain Pocketbook,,RCPP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1,0.0095,7.3249,6.3083,0.2385,-32.1961,31.5153,0.0037,1.9032,0.5876,,,,,6.06,-86.31,0.239,26.16,12.63,
RICH,Fall,Plain Pocketbook,,RCPP-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.95,0.008,7.4925,5.5911,0.2211,-33.3722,30.7548,0.003,1.3811,0.5056,,,,,5.38,-78.32,0.221,30.01,13.53,
RICH,Fall,Plain Pocketbook,,RCPP-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.19,0.0099,7.5248,5.5382,0.2492,-33.2533,27.6735,0.0038,1.7275,0.5091,,,,,6.2,-84.41,0.249,26.61,12.68,
RICH,Summer,Wabash Pigtoe,,RC WP-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.8701,6.9537,,-30.5999,27.9204,,2.17,0.48,,,,,4.52,-86.25,2888,27.35,9.86,
RICH,Summer,Wabash Pigtoe,,RC WP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,6.8092,6.6878,,-31.2517,34.9806,,,,,,,,5.4,-86.87,2921,29.93,15.24,
RICH,Summer,Wabash Pigtoe,,RC WP-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.3336,8.2005,,-30.493,35.4724,,1.15,0.61,,,,,5.31,-77.81,3203,30.05,13.43,
RICH,Summer,Wabash Pigtoe,,RC WP-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.1522,7.5229,,-30.6999,33.4057,,0.95,0.35,,,,,4.93,-78.8,2818,29.03,13.27,
RICH,Summer,Wabash Pigtoe,,RC WP-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.2564,6.517,,-30.1833,29.576,,1.4,0.46,,,,,5.24,-81.57,3177,30.79,12.23,
RICH,Summer,Wabash Pigtoe,,RC-WP-01,Mussel Tissue,Mussel Tissue,none,,,,,,7.599354144,8.019305778,,-30.34011515,32.59034862,,1.53,0.6,,Tray 7b,0.445,1215,6.215,-70.3808,6563,25.5817,11.363,
RICH,Summer,Wabash Pigtoe,,RC-WP-04,Mussel Tissue,Mussel Tissue,none,,,,,,8.116743539,10.53741511,,-29.82549672,39.72098545,,1.73,0.53,,Tray 7b,0.492,1373,6.3145,-76.66,7718,27.5647,11.6681,
RICH,Summer,Wabash Pigtoe,,RC-WP-05,Mussel Tissue,Mussel Tissue,none,,,,,,7.657510316,7.404353713,,-30.23131011,30.41885348,,1.59,0.49,,Tray 7b,0.408,889,4.976,-66.7866,6807,29.1962,12.2451,
RICH,Summer,Wabash Pigtoe,,RC-WP-07,Mussel Tissue,Mussel Tissue,none,,,,,,7.18524209,8.465854302,,-29.92547973,36.5176127,,1.36,0.47,,Tray 7b,0.412,1114,6.1117,-67.165,6541,27.4496,13.0924,
RICH,Summer,Wabash Pigtoe,,RC-WP-08,Mussel Tissue,Mussel Tissue,none,,,,,,7.126083225,5.363830701,,-29.71473123,24.74852891,,1.46,0.52,,Tray 7b,0.393,1033,5.9722,-64.49,5871,25.8682,11.0682,
RICH,Fall,Wabash Pigtoe,,RCWP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.214,0.0057,7.7439,2.3262,0.1515,-30.3875,16.0366,,,,,,,,6.22,-70.38,0.151,25.58,11.36,"CNS: bad peak shape, no S data"
RICH,Fall,Wabash Pigtoe,,RCWP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.06,0.0095,7.1521,5.9582,0.2302,-30.408,28.688,0.004,2.1517,0.5972,,,,,6.31,-76.66,0.23,27.56,11.67,
RICH,Fall,Wabash Pigtoe,,RCWP-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.965,0.0104,6.8179,7.1406,0.2451,-30.5821,33.5607,0.0036,1.0464,0.6025,,,,,4.98,-66.79,0.245,29.2,12.25,
RICH,Fall,Wabash Pigtoe,,RCWP-07,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.111,0.0102,7.0359,6.0745,0.2386,-30.7641,28.3722,0.004,2.0254,0.5718,,,,,6.11,-67.16,0.239,27.45,13.09,
RICH,Fall,Wabash Pigtoe,,RCWP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.956,0.0111,7.251,7.6789,0.241,-30.9313,33.3026,0.0051,2.2996,0.8593,,,,,5.97,-64.49,0.241,25.87,11.07,
RICH,Fall,,,BRC-F01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",8.8,0.0178,7.8776,1.1222,0.743,,9.7817,0.0087,4.4456,0.1556,,,,,,,,,,"CNS: sample too big, no C data"
RICH,Fall,,,BRC-F02,Biofilm,Biofilm,none,,,Trays 14 and 16,3.2,0.0121,8.0757,2.0577,0.4967,-29.6865,19.45,0.0067,5.351,0.3096,,,,,,,,,,
RICH,Fall,,,BRC-F03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,Summer,,,BRC-S01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",10.7,0.0244,8.411,1.2644,0.686,-31.8268,7.4278,0.001,7.6233,0.0153,,,,,,,,,,
RICH,Summer,,,BRC-S02,Biofilm,Biofilm,none,,,Trays 14 and 16,6.2,0.0167,12.4048,1.4649,0.6791,-21.9047,13.7245,0.0082,-9.4173,0.195,,,,,,,,,,
RICH,Summer,,,BRC-S03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,,,,GRC-F01,POM,POM,none,,,Tray 5,79.12,0.0024,5.4474,0.0219,0.07,-30.8726,0.1967,0.0039,6.083,0.0138,,,,,,,,,,
RICH,,,,GRC-F01,POM,POM,acid-fumed,,,Tray 8a,59.221,0.0037,3.3407,0.0349,0.1153,-33.1389,0.2443,0.0054,11.3077,0.0145,,,,,,,,,,
RICH,,,,GRC-F02,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,,,,GRC-S01,POM,POM,none,,,Tray 5,69.132,0.002,4.65,0.0206,0.0643,-27.8342,0.2068,0.0052,7.979,0.0214,,,,,,,,,,
RICH,,,,GRC-S01,POM,POM,acid-fumed,,,"Tray 8b, Tray 13",26.882,0.0023,4.4629,0.0476,0.0704,-30.2731,0.3032,0.0037,8.3633,0.0216,,,,,,,,,,
RICH,,,,GRC-S02,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,Fall,,,LRC-F01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",2.889,0.0048,0.3938,1.1363,0.5081,-28.5528,43.4629,0.0019,0.7632,0.1796,,"Tray 3, 19, 20",0.401,1670,6.4598,-80.6845,3641,41.443,24.6534,
RICH,Fall,,,LRC-F01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",2.956,0.0049,0.2695,1.126,0.5556,-30.0987,46.4493,0.0022,-2.303,0.2031,,,,,,,,,,
RICH,Fall,,,LRC-F01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
RICH,Fall,,,SRC-F,Sediment,Sediment,none,,,Tray 17,48.392,0.0015,-2.1576,0.0236,0.0686,-27.4386,0.3218,,,,,"Tray 3, 19, 20",0.465,710,2.5817,8.0636,540,5.6592,10.5796,HO: consider rerunning at 1.5-2mg
RICH,Fall,,,SRC-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.593,0.0008,3.0348,0.0151,0.0463,-26.3814,0.764,0.0028,5.8966,0.0546,,,,,,,,,,CNS: Tray 16
RICH,Summer,,,SRC-S,Sediment,Sediment,none,,,Tray 17,48.366,0.0016,-0.761,0.0259,0.0654,-27.3803,0.307,,,,,"Tray 3, 19, 20",0.332,406,2.0259,97.7123,292,4.4215,12.3623,HO: consider rerunning at 1.5-2mg
RICH,Summer,,,SRC-S,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.269,0.0012,1.5516,0.022,0.0538,-26.2141,0.9267,0.0012,1.5547,0.0238,,,,,,,,,,CNS: Tray 16
SUGA,,,Corn Leaf,SC Corn,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.464,0.0117,2.4299,2.3343,0.0933,-11.9209,5.7566,0.0025,-1.2013,0.2389,,"Tray 3, 19, 20",0.447,1879,5.9607,-95.109,4147,39.6691,25.672,
SUGA,,,American Elm,SC Elm spp.,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.563,0.012,0.6787,2.3217,0.7315,-26.6057,43.8802,0.0017,0.6446,0.1582,,"Tray 3, 19, 20",0.426,1700,5.6413,-79.005,3891,38.7161,22.3311,
SUGA,,,Grass,SC Riparian Grass,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.694,0.0131,10.2009,2.4587,0.8035,-27.7274,46.4926,0.0031,-6.2692,0.2745,,,,,,,,,,
SUGA,,,Hackberry,SC Hackberry,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.598,0.011,1.9784,2.1182,0.8007,-28.9484,47.5663,0.0015,-4.3793,0.1367,,"Tray 3, 19, 20",0.44,1784,5.7448,-93.4478,4336,41.4621,19.912,
SUGA,,,Soybean Leaf,SC Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.87,0.0298,-0.9463,5.3237,0.3077,-27.9477,16.9951,0.0041,3.9717,0.347,,"Tray 3, 19, 20",0.433,1974,6.4348,-123.8372,3791,36.5208,19.8109,"HO: well empty, filled from loose sample"
SUGA,,,Soybean Leaf,SC Soybean-1,Soy,Riparian Vegetation,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
SUGA,,,Sycamore,SC A. Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.209,0.0064,4.6571,1.3703,0.7585,-28.9442,50.5205,0.0015,0.2071,0.1538,,,,,,,,,,
SUGA,,,Sycamore,Sc A. Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.377,1607,6.0278,-110.2555,3626,40.0436,20.4357,
SUGA,,,Water Willow,SC Water Willow,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",4.031,0.0234,14.4852,4.0134,0.6999,-27.3779,37.1087,0.0044,-3.9862,0.3564,,"Tray 3, 19, 20",0.363,1574,6.1092,-104.7829,3461,39.5447,19.6954,
SUGA,Summer,Asian Clam,,SC-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.494,1527,6.7343,-93.9406,8586,30.0186,11.2667,
SUGA,Summer,Asian Clam,,SC-AC-04,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.476,1501,6.9042,-96.2059,8598,31.1627,12.5423,
SUGA,Summer,Asian Clam,,SC-AC-07,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.358,1124,6.9274,-99.9816,6742,32.6665,15.1019,
SUGA,Fall,Asian Clam,,SCAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.136,0.0175,11.8571,8.4121,0.3458,-29.0232,39.4293,0.0052,-6.4296,0.7039,,,,,6.73,-93.94,0.346,30.02,11.27,
SUGA,Fall,Asian Clam,,SCAC-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.242,0.0166,11.4171,7.3185,0.3953,-29.7633,41.2219,0.0048,-7.0165,0.5913,,,,,6.9,-96.21,0.395,31.16,12.54,
SUGA,Fall,Asian Clam,,SCAC-07,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.08,0.0154,11.5979,7.8098,0.3477,-29.1145,41.6965,0.0044,-6.3155,0.6181,,,,,6.93,-99.98,0.348,32.67,15.1,
SUGA,Summer,Asian Clam,,SC-AC-08-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.8595,8.3142,,-29.914,46.696,,-7.42,0.97,,,,,7.58,-104.9,4396,35.74,17.56,
SUGA,Summer,Asian Clam,,SC-AC-03-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.5079,7.3845,,-30.2156,46.5258,,-7.94,1.01,,,,,6.1,-108.53,4026,29.35,18.47,
SUGA,Summer,Asian Clam,,SC-AC-09-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.7894,8.8472,,-29.7563,46.7648,,-7.27,0.98,,,,,6.69,-106.7,4202,31.47,17.2,
SUGA,Summer,Asian Clam,,SC-AC-04-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.7723,7.6405,,-30.0246,45.2529,,-7.17,0.93,,,,,8.89,-106.65,4058,42.88,16.98,
SUGA,Summer,Asian Clam,,SC-AC-01-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.6642,8.1626,,-29.9982,46.2461,,-7.53,0.94,,,,,7.21,-107.03,4672,33.75,16.57,
SUGA,Summer,Fatmucket,,SC-FM-09-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.9303,6.9475,,-29.0247,30.2291,,-6.11,0.43,,,,,6.15,-95,2893,25.54,16.93,
SUGA,Summer,Fatmucket,,SC-FM-06-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.5249,7.0066,,-28.9355,34.6279,,-6.67,0.42,,,,,5.12,-90.62,3021,29.93,17,
SUGA,Summer,Fatmucket,,SC-FM-01-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.2398,10.0554,,-30.2823,39.6242,,-7.24,0.42,,,,,4.96,-94.44,2986,28.84,15.47,
SUGA,Summer,Fatmucket,,SC-FM-05-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,13.0811,9.4113,,-28.6335,33.8892,,-7,0.53,,,,,4.47,-89.93,2688,24.92,15.22,
SUGA,Summer,Fatmucket,,SC-FM-02-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.2471,7.5873,,-29.2285,33.379,,-6.87,0.52,,,,,5.71,-89.72,2835,28.73,19.22,
SUGA,Summer,Fatmucket,,SC-FM-03-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.938,8.1738,,-29.4942,37.2414,,-7.09,0.6,,,,,5.48,-95.3,3355,32.23,20.94,
SUGA,Summer,Fatmucket,,SC-FM-04-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.5981,7.4106,,-28.9835,35.9679,,-6.84,0.46,,,,,4.88,-101.8,2917,26.9,13.77,
SUGA,Summer,Fatmucket,,SC-FM-07-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.202,6.407,,-29.6098,34.0002,,-6.5,0.37,,,,,5.06,-96.31,3029,29.86,14.1,
SUGA,Summer,Fatmucket,,SC-FM-10-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.4614,8.511,,-28.4473,31.8258,,-6.94,0.57,,,,,2.87,-89.98,2177,20.84,10.15,
SUGA,Summer,Fatmucket,,SC-FM-08-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.4113,7.7251,,-28.9286,26.6287,,-5.79,0.47,,,,,6.12,-97.77,,,,
SUGA,Summer,Fatmucket,,SC-FM--09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.475,1364,6.3301,-102.1848,8592,31.8216,11.4058,
SUGA,Summer,Fatmucket,,SC-FM-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.374,1059,6.2353,-92.7062,6299,29.0509,9.0757,
SUGA,Summer,Fatmucket,,SC-FM-06,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.424,1301,6.7766,-98.9182,7404,30.5506,11.061,
SUGA,Summer,Fatmucket,,SC-FM-08,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.488,1532,6.853,-100.8817,8578,30.6992,10.1645,
SUGA,Summer,Fatmucket,,SC-FM-10,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6a,0.455,1079,5.2849,-87.2014,8306,32.1495,10.6504,
SUGA,Fall,Fatmucket,,SCFM-05,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.992,0.0104,11.7597,5.76,0.2154,-28.4583,28.1281,0.0033,-5.8044,0.513,,,,,6.24,-92.71,0.215,29.05,9.08,
