Site ID,Season,Mussel Species,Plant Species,Sample ID,Material_Ag,Material,Treatment,Flag,CNS Run,CNS Tray,Weight (mg),N2 Area,δ15N At. Air,%N,CO2 Area,δ13C VPDB,%C,SO2 Area,δ34S VCDT,%S,HO Run,HO Tray,weight (mg),H2 Amp,%H,δ2H vs. VSMOW,CO Amp,%O,δ18O vs. VSMOW,Notes
FISH,Fall,Wabash Pigtoe,,FCWP-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.232,0.0048,11.657,2.5929,0.1439,-28.4456,15.4276,0.0033,-8.6035,0.4287,,,,,5.79,-93.12,0.144,28.77,11.07,
FISH,Fall,Wabash Pigtoe,,FCWP-07,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.23,0.0063,12.1874,3.3941,0.1686,-29.5607,18.1107,0.0037,-9.131,0.4779,,,,,6.29,-96.07,0.169,28.06,13.5,
FISH,Fall,Wabash Pigtoe,,FCWP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.135,0.0058,12.4152,3.4006,0.1597,-29.0039,18.5923,0.0033,-8.8549,0.4633,,,,,5.02,-88.04,0.16,26.74,10.23,
FISH,Fall,Wabash Pigtoe,,FCWP-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.948,0.011,11.0774,7.7039,0.2345,-30.2089,32.6768,0.0041,-9.1455,0.6952,,,,,3.52,-86.33,0.234,23.44,9.14,
FISH,Fall,,,BFC-F01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",7.7,0.0161,11.9881,1.1582,0.6685,-25.4435,10.0581,0.0115,-4.0176,0.2339,,,,,,,,,,
FISH,Fall,,,BFC-F02,Biofilm,Biofilm,none,,,Trays 14 and 16,2.9,0.01,9.8056,1.8639,0.4376,-23.3693,18.9068,0.0043,-1.3231,0.2175,,,,,,,,,,
FISH,Fall,,,BFC-F03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
FISH,,,,GFC-F01,POM,POM,none,,,Tray 5,72.563,0.0045,7.5131,0.042,0.1699,-24.167,0.5786,0.0083,-9.2111,0.0317,,,,,,,,,,
FISH,,,,GFC-F01,POM,POM,acid-fumed,,,Tray 8a,67.754,0.0059,6.3884,0.0479,0.2308,-29.2549,0.4274,0.0088,-5.4613,0.0205,,,,,,,,,,
FISH,,,,GFC-F03,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
FISH,Summer,,,LFC-S01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",3.246,0.0055,4.8204,1.1626,0.4321,-28.4421,32.8951,0.0048,-4.5891,0.4072,,"Tray 3, 19, 20",0.368,1160,4.8799,-55.7201,3113,39.7478,19.3136,
FISH,Summer,,,LFC-S01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",3.253,0.0059,5.098,1.2447,0.4883,-28.3064,37.093,0.0058,-5.3372,0.4936,,,,,,,,,,
FISH,Summer,,,LFC-S01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
FISH,Fall,,,SFC-F,Sediment,Sediment,none,,,Tray 17,40.831,0,8.0885,0,1.3918,-22.6697,7.7376,,,,,"Tray 3, 19, 20",0.378,1027,4.6321,-40.3102,1007,12.8092,14.2995,HO: consider rerunning at 1.5-2mg
FISH,Fall,,,SFC-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.46,0.0187,6.4781,0.3448,0.4093,-24.0436,6.8741,0.0116,-12.8445,0.2293,,,,,,,,,,CNS: Tray 16
LAUG,,,Corn Leaf,LC Corn Leaf,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.758,0.0109,3.1178,2.0059,0.8124,-12.5806,46.2068,0.0031,3.6058,0.2727,,"Tray 3, 19, 20",0.338,1705,7.1294,-87.3491,3617,44.7314,21.619,
LAUG,,,Goldenrod,LC Goldenrods,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.854,0.0114,1.6163,2.0372,0.9113,-28.0802,50.5421,0.0018,0.4387,0.153,,"Tray 3, 19, 20",0.454,1866,5.8233,-91.0119,4069,38.3192,22.5788,"HO: well empty, filled from loose sample"
LAUG,,,Goldenrod,LC Goldenrods-1,Riparian Vegetation,Riparian Vegetation,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
LAUG,,,Grass,LC Grasses,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.609,0.0161,5.8285,3.0823,0.7865,-30.3769,46.5786,0.0045,1.7256,0.403,,"Tray 3, 19, 20",0.444,,,,,,,"HO: stuck in autosampler, rerun if possible"
LAUG,,,Silver Maple,LC Silver Maple,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.617,0.0084,6.6671,1.5988,0.8616,-30.2518,50.9145,0.0013,-0.0624,0.1132,,"Tray 3, 19, 20",0.384,1603,5.9005,-90.7338,3643,39.5413,24.3572,
LAUG,,,Soybean Leaf,LC Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.429,0.0275,2.8321,5.533,0.7446,-27.8001,46.4133,0.0036,3.5169,0.3423,,"Tray 3, 19, 20",0.417,1897,6.4263,-110.0269,3830,38.3482,20.1241,
LAUG,,,Sycamore,LC A. Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.101,0.0102,6.0985,2.2785,0.7434,-29.226,51.2403,0.0018,2.3922,0.1904,,"Tray 3, 19, 20",0.363,1549,6.001,-94.9579,3444,39.5686,19.5731,
LAUG,,,Water Willow,LC Water Willow,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",4.169,0.0252,12.8973,4.1823,0.7929,-26.9924,40.6504,0.0055,2.3185,0.43,,"Tray 3, 19, 20",0.443,,,,,,,"HO: stuck in autosampler, rerun if possible"
LAUG,Summer,Asian Clam,,LC-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.445,1155,5.7844,-51.0521,6169,23.9178,13.6606,
LAUG,Summer,Asian Clam,,LC-AC-04,Mussel Tissue,Mussel Tissue,none,,,,,,9.542631806,7.149975162,,-32.5789315,47.27510792,,-0.98,0.45,,Tray 6b and 7a,0.487,1392,5.9689,-98.3052,8570,28.353,15.594,
LAUG,Summer,Asian Clam,,LC-AC-07,Mussel Tissue,Mussel Tissue,none,,,,,,9.62690811,7.562745074,,-32.55736524,46.80880896,,-0.99,0.46,,Tray 6b and 7a,0.463,1439,6.4905,-110.8872,7807,27.0271,16.5593,
LAUG,Summer,Asian Clam,,LCAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.18,0.0174,9.2365,8.0693,0.378,-29.9382,41.4875,0.0049,0.6295,0.6356,,,,,,,,,,
LAUG,Summer,Asian Clam,,LCAC-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.961,0.0139,8.3553,7.9046,0.2829,-29.268,38.1344,0.0037,0.5647,0.5827,,,,,6.45,-116.17,4145,32.38,18.92,
LAUG,Summer,Asian Clam,,LCAC-07,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.938,0.0134,8.8113,7.8439,0.3083,-29.3774,42.5784,0.0039,0.4517,0.6346,,,,,6.39,-115.79,4477,32.82,18.81,
LAUG,fall,Asian Clam,,LCAC01,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.24,8.07,,-29.94,41.49,,0.63,0.64,,,,,5.78,-51.05,0.378,23.92,13.66,
LAUG,fall,Asian Clam,,LCAC04,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.36,7.9,,-29.27,38.13,,0.56,0.58,,,,,5.97,-98.31,0.283,28.35,15.59,
LAUG,fall,Asian Clam,,LCAC07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.81,7.84,,-29.38,42.58,,0.45,0.63,,,,,6.49,-110.89,0.308,27.03,16.56,
LAUG,Summer,Asian Clam,,LC-AC-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.4915,6.3702,,-32.8162,46.0599,,-1.38,0.38,,,,,6.33,-115.46,4263,33.09,19.48,
LAUG,Summer,Fatmucket,,LC-FM-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.7463,7.4913,,-32.1358,42.6207,,-0.3,0.42,,,,,6.33,-107.32,,,,
LAUG,Summer,Fatmucket,,LC-FM-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.3122,6.5088,,-32.3917,43.9376,,-0.05,0.31,,,,,6.06,-104.54,,,,
LAUG,Summer,Fatmucket,,LC-FM-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.9771,6.8625,,-32.1064,37.0707,,-0.31,0.48,,,,,5.91,-108.54,,,,
LAUG,Summer,Fatmucket,,LC-FM-04,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.3713,9.5189,,-31.3595,42.8541,,-0.01,0.45,,,,,5.98,-105.68,,,,
LAUG,Summer,Fatmucket,,LC-FM-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.1549,10.2416,,-30.6497,39.2846,,0.09,0.47,,,,,5.21,-114.87,,,,
LAUG,Summer,Fatmucket,,LC-FM-01,Mussel Tissue,Mussel Tissue,none,,,,,,10.08039489,6.737450181,,-31.3918068,33.36195698,,0.36,0.47,,Tray 7b,0.44,1211,6.1632,-104.8261,6949,27.381,13.7784,
LAUG,Summer,Fatmucket,,LC-FM-02,Mussel Tissue,Mussel Tissue,none,,,,,,10.05631595,8.062002682,,-31.90057453,40.10132617,,0.55,0.43,,Tray 7b,0.414,1174,6.3508,-97.8956,6453,26.8641,13.9317,
LAUG,Summer,Fatmucket,,LC-FM-05,Mussel Tissue,Mussel Tissue,none,,,,,,10.18373369,7.745717233,,-31.75255155,40.11328628,,-0.07,0.44,,Tray 7b,0.408,1075,5.9565,-98.7939,6457,27.4431,13.2402,
LAUG,Summer,Fatmucket,,LC-FM-08,Mussel Tissue,Mussel Tissue,none,,,,,,9.987088983,8.540298572,,-31.80352635,45.66816426,,0.05,0.41,,Tray 7b,0.429,1165,6.0679,-92.8398,6818,27.4742,14.7846,
LAUG,Summer,Fatmucket,,LC-FM-09,Mussel Tissue,Mussel Tissue,none,,,,,,9.603832455,9.317933072,,-31.81528977,44.40648315,,-0.02,0.32,,Tray 7b,0.512,1440,6.2629,-103.6375,7839,26.4868,13.2496,
LAUG,Fall,Fatmucket,,LCFM-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.943,0.0196,9.7791,11.3612,1.0587,-30.5608,145.4183,0.0026,1.48,0.4153,,,,,6.16,-104.83,1.059,27.38,13.78,
LAUG,Fall,Fatmucket,,LCFM-02,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.922,0.0115,8.3782,6.8464,0.2842,-29.6977,39.9257,0.0031,1.0176,0.5233,,,,,6.35,-97.9,0.284,26.86,13.93,
LAUG,Fall,Fatmucket,,LCFM-05,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.982,0.0113,9.5462,6.2884,0.2343,-28.9411,30.898,0.0036,1.1881,0.5636,,,,,5.96,-98.79,0.234,27.44,13.24,
LAUG,Fall,Fatmucket,,LCFM-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.089,0.0138,9.4014,6.9533,0.3014,-29.2681,35.8491,0.0037,1.0033,0.5179,,,,,6.07,-92.84,0.301,27.47,14.78,
LAUG,Fall,Fatmucket,,LCFM-09,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.95,0.0153,9.2217,8.8349,0.2867,-28.3883,39.0862,0.0042,1.2141,0.6803,,,,,6.26,-103.64,0.287,26.49,13.25,
LAUG,Summer,Plain Pocketbook,,LC-PP-02,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.489,1300,5.9662,-105.444,7839,28.0197,14.5988,
LAUG,Summer,Plain Pocketbook,,LC-PP-07,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.408,1034,5.6896,-104.738,5994,25.7496,11.6681,
LAUG,Summer,Plain Pocketbook,,LC-PP-08,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.423,858,4.5747,-90.6537,6181,25.6769,10.0676,
LAUG,Summer,Plain Pocketbook,,LC-PP-09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.505,1395,6.2226,-107.4166,7302,25.0358,12.434,
LAUG,Summer,Plain Pocketbook,,LC-PP-10,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.3374,1018,6.7864,-100.6859,5680,29.0328,13.3437,
LAUG,Fall,Plain Pocketbook,,LCPP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.982,0.0121,9.7024,6.7599,0.2872,-29.329,37.8853,0.0037,1.1569,0.5778,,,,,5.97,-105.44,0.287,28.02,14.6,
LAUG,Fall,Plain Pocketbook,,LCPP-07,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.154,0.0101,10.4698,4.7725,0.2243,-29.7259,25.1809,0.0044,1.5824,0.5886,,,,,5.69,-104.74,0.224,25.75,11.67,
LAUG,Fall,Plain Pocketbook,,LCPP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.932,0.0134,10.1596,7.8587,0.2654,-30.0206,36.8872,0.0035,1.5243,0.5708,,,,,4.57,-90.65,0.265,25.68,10.07,
LAUG,Fall,Plain Pocketbook,,LCPP-09,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.167,0.0169,10.0006,7.9482,0.3095,-30.0986,34.3488,0.0044,1.1939,0.5728,,,,,6.22,-107.42,0.309,25.04,12.43,
LAUG,Fall,Plain Pocketbook,,LCPP-10,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.94,0.0105,10.1013,6.1273,0.2259,-29.2415,31.1311,0.0032,1.7861,0.5276,,,,,6.79,-100.69,0.226,29.03,13.34,
LAUG,Summer,Wabash Pigtoe,,LC-WP-08,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.046,8.2854,,-31.3212,42.6029,,,,,,,,6.26,-108.87,4990,34.76,16.64,
LAUG,Summer,Wabash Pigtoe,,LC-WP-04,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.5,7.125,,-31.5647,42.9382,,-0.02,0.31,,,,,6.14,-114.88,4082,32.7,18.11,
LAUG,Summer,Wabash Pigtoe,,LC-WP-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.2878,8.3793,,-31.2516,42.2987,,0.08,0.32,,,,,5.88,-115.89,4450,30.35,16.09,
LAUG,Summer,Wabash Pigtoe,,LC-WP-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.5386,6.6573,,-30.9291,32.766,,0.45,0.34,,,,,5.97,-114.31,4315,29.94,14.88,
LAUG,Summer,Wabash Pigtoe,,LC-WP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.5838,7.2171,,-31.531,43.262,,-0.06,0.3,,,,,5.17,-115.99,3665,28.85,18.39,
LAUG,Summer,Wabash Pigtoe,,LC-WP-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.8757,5.6335,,-30.983,31.5172,,0.38,0.6,,,,,5.85,-111.35,3883,30.03,15.94,
LAUG,Summer,Wabash Pigtoe,,LC-WP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.6325,7.8398,,-31.2655,39.377,,-0.15,0.41,,,,,5.97,-110,3803,30.71,16.92,
LAUG,Summer,Wabash Pigtoe,,LC-WP-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.7965,8.2155,,-30.7644,37.7133,,0.14,0.48,,,,,5.39,-107.22,3899,31.03,15.06,
LAUG,Summer,Wabash Pigtoe,,LC-WP-01,Mussel Tissue,Mussel Tissue,none,,,,,,10.23590474,8.410387177,,-30.6262045,39.91120524,,0.27,0.42,,Tray 7b,0.415,1167,6.3435,-99.9105,6866,28.8392,13.5223,
LAUG,Fall,Wabash Pigtoe,,LCWP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.99,0.0121,9.7822,6.707,0.2456,-29.6182,32.1329,0.005,1.4737,0.7729,,,,,6.34,-99.91,0.246,28.84,13.52,
LAUG,Summer,,,BLC-S01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",9.8,0.0165,7.6646,0.9316,0.9732,-23.7911,11.5044,0.0228,5.5567,0.3638,,,,,,,,,,
LAUG,Summer,,,BLC-S02,Biofilm,Biofilm,none,,,Trays 14 and 16,10.9,0.0177,9.6132,0.8795,1.3276,-19.5641,15.2609,0.0132,3.8764,0.1791,,,,,,,,,,
LAUG,Summer,,,BLC-S03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
LAUG,,,,GLC-F01,POM,POM,none,,,Tray 5,80.709,0.0032,5.9337,0.0274,0.1304,-26.3986,0.3992,0,2.8453,0,,,,,,,,,,
LAUG,,,,GLC-F01,POM,POM,acid-fumed,,,"Tray 8b, Tray 13",59.606,0.0044,5.3753,0.0412,0.1804,-28.8104,0.3506,0.0043,5.523,0.0113,,,,,,,,,,
LAUG,,,,GLC-F03,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
LAUG,,,,GLC-S01,POM,POM,none,,,Tray 5,64.926,0.0022,5.8049,0.0248,0.0666,-13.7138,0.2282,,,,,,,,,,,,,"CNS: bad peak shape, no S data"
LAUG,,,,GLC-S01,POM,POM,acid-fumed,,,Tray 8a,69.171,0.004,2.9105,0.0321,0.1444,-33.0642,0.262,,,,,,,,,,,,,"CNS: bad peak shape, no S data"
LAUG,,,,GLC-S03,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
LAUG,Fall,,,LLC-F01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",2.872,0.0032,1.7172,0.7542,0.4915,-28.0699,42.2873,0.0015,0.6369,0.1428,,"Tray 3, 19, 20",0.32,1239,6.0139,-78.7327,3034,43.0577,24.4805,
LAUG,Fall,,,LLC-F01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",3.103,0.0034,2.0465,0.7392,0.6408,-27.668,51.0368,0.0016,-1.2856,0.1464,,,,,,,,,,
LAUG,Fall,,,LLC-F01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
LAUG,Fall,,,SLC-F,Sediment,Sediment,none,,,Tray 17,46.189,0.0025,6.2724,0.0371,0.6518,-4.1525,3.4872,,,,,"Tray 3, 19, 20",0.342,133,0.6406,266.6414,711,9.4823,20.8219,HO: consider rerunning at 1.5-2mg
LAUG,Fall,,,SLC-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.052,0.0019,4.9025,0.0363,0.224,-6.205,3.9795,0.0024,5.7201,0.0495,,,,,,,,,,CNS: Tray 16
LAUG,Summer,,,SLC-S,Sediment,Sediment,none,,,Tray 17,45.349,0.0012,0.2791,0.0206,0.2968,-3.6033,1.4854,,,,,"Tray 3, 19, 20",0.44,434,1.66,52.1997,1013,10.9496,19.9859,HO: consider rerunning at 1.5-2mg
LAUG,Summer,,,SLC-S,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.189,0.0005,6.3878,0.0092,0.1751,-3.4759,3.0514,0.0075,36.9582,0.1542,,,,,,,,,,CNS: Tray 16
MISS,,,Corn Leaf,MR Corn Leaves,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.298,0.0111,2.576,2.3073,0.6265,-12.4805,46.9476,0.0034,0.4837,0.2872,,"Tray 3, 19, 20",0.353,6590,5.8211,-77.9791,3309,43.7856,30.5916,
MISS,,,Grass,MR Grasses,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.045,0.0113,7.6623,2.5395,0.6249,-26.4174,50.7112,0.0031,-19.3478,0.2801,,"Tray 3, 19, 20",0.348,6638,5.9477,-114.2375,3267,44.2569,24.3554,
MISS,,,Hackberry,MR Common Hackberry,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.393,0.0092,4.8651,1.8472,0.625,-29.2233,45.5223,0.0015,-6.9015,0.1194,,"Tray 3, 19, 20",0.355,5947,5.2235,-77.9665,3345,42.7917,23.5136,
MISS,,,Silver Maple,MR Silver Maple,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.664,0.0121,3.7469,2.2645,0.0821,-31.1194,5.5341,0.0024,-9.9025,0.1787,,"Tray 3, 19, 20",0.327,6432,6.1332,-94.753,3071,41.7019,26.4084,
MISS,,,Soybean Leaf,MR Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",4.031,0.0302,-0.1915,5.1241,0.7479,-26.2729,45.8534,0.0053,-1.2638,0.3632,,"Tray 3, 19, 20",0.411,8556,6.4911,-115.1669,3589,38.5415,24.9488,
MISS,,,Sycamore,MR A. Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.467,8906,5.9464,-105.7519,4217,40.4963,20.9696,
MISS,,,Sycamore,MR American Sycamore,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.375,0.0139,3.5741,2.8267,0.6647,-29.5078,48.67,0.005,-10.1362,0.4095,,,,,,,,,,
MISS,,,Water Willow,MR Water Willow,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.698,0.029,14.3434,5.3623,0.7525,-27.9655,50.2882,0.0071,-7.3584,0.5322,,"Tray 3, 19, 20",0.378,7246,5.9772,-105.2344,3288,38.547,19.4353,
MISS,Summer,Asian Clam,,MR-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.411,1252,6.3125,-111.7922,6942,27.0031,13.103,
MISS,Summer,Asian Clam,,MR-AC-04,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.421,1247,6.1538,-120.6992,7015,26.6374,11.9909,
MISS,Summer,Asian Clam,,MR-AC-07,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.498,1659,6.8567,-125.4778,8144,26.253,12.4339,
MISS,Fall,Asian Clam,,MRAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.257,0.0195,11.1837,8.5096,0,-29.0217,0,0.0056,-8.481,0.6793,,,,,6.31,-111.79,0,27,13.1,
MISS,Fall,Asian Clam,,MRAC-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.148,0.0154,11.1939,7.3603,0.3356,-29.2167,37.8665,0.0044,-8.6065,0.5871,,,,,6.15,-120.7,0.336,26.64,11.99,
MISS,Fall,Asian Clam,,MRAC-07,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.959,0.017,12.2539,9.7074,0.3246,-28.6636,43.838,0.0044,-8.4887,0.7013,,,,,6.86,-125.48,0.325,26.25,12.43,
MISS,Summer,Asian Clam,,MR-AC-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.4497,7.4739,,-30.098,44.8822,,-9.2,0.43,,,,,,,,,,
MISS,Summer,Asian Clam,,MR-AC-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.6352,8.4116,,-29.9804,45.0901,,-9.34,0.44,,,,,14.55,-118.57,6496,67.26,17.09,
MISS,Summer,Asian Clam,,MR-AC-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.9099,7.9164,,-30.1264,46.8181,,-8.02,0.45,,,,,6.89,-119.4,3542,33.27,18.27,
MISS,Summer,Asian Clam,,MR-AC-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.6191,7.6491,,-30.3019,44.7688,,-9.24,0.42,,,,,6.95,-119.66,,,,
MISS,Summer,Asian Clam,,MR-AC-08,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.8798,8.0575,,-30.0088,43.4457,,-9.29,0.4,,,,,6.97,-125.78,3561,33.32,19.73,
MISS,Summer,Fatmucket,,MR-FM-01,Mussel Tissue,Mussel Tissue,none,,,,,,11.79601966,8.069211939,,-29.45574465,38.66291657,,-8.24,0.48,,Tray 6b and 7a,0.475,1360,5.9469,-116.0658,7960,26.8874,10.445,
MISS,Summer,Fatmucket,,MR-FM-03,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.432,979,4.7516,-96.7282,7119,26.5972,8.7007,
MISS,Summer,Fatmucket,,MR-FM-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.406,1146,5.8611,-111.0152,6824,26.9176,9.4991,
MISS,Summer,Fatmucket,,MR-FM-09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.436,1265,6.0304,-106.5661,7471,27.3743,11.8257,
MISS,Summer,Fatmucket,,MR-FM-10,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.425,955,4.7023,-94.6921,7088,26.8877,9.8876,
MISS,Fall,Fatmucket,,MRFM-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.181,0.0162,12.5166,7.5298,0.2925,-28.3253,32.0832,0.0043,-7.4238,0.5554,,,,,5.95,-116.07,0.293,26.89,10.45,
MISS,Fall,Fatmucket,,MRFM-03,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.953,0.0099,12.2796,5.7057,0.1909,-27.9094,25.9519,0.0034,-7.2623,0.545,,,,,4.75,-96.73,0.191,26.6,8.7,
MISS,Fall,Fatmucket,,MRFM-05,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.083,0.014,11.9072,7.0767,0.269,-28.7007,32.1736,0.0041,-7.426,0.587,,,,,5.86,-111.02,0.269,26.92,9.5,
MISS,Fall,Fatmucket,,MRFM-09,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.944,0.0117,10.1849,6.7922,0.2474,-28.0238,33.9451,0.0036,-7.6534,0.5881,,,,,6.03,-106.57,0.247,27.37,11.83,
MISS,Fall,Fatmucket,,MRFM-10,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.224,0.0151,12.2512,6.7517,0.2836,-27.7665,30.0085,0.0045,-6.8369,0.5578,,,,,4.7,-94.69,0.284,26.89,9.89,
MISS,Summer,Plain Pocketbook,,MR-PP-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.9419,9.8748,,-28.7926,39.0926,,-6.5,7.04,,,,,5.34,-113.29,3747,28.42,13.28,
MISS,Summer,Plain Pocketbook,,MR-PP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.367,9.2869,,-29.3489,41.8885,,-8.49,0.77,,,,,5.6,-110.76,3855,34.56,18.68,
MISS,Summer,Plain Pocketbook,,MR-PP-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.5142,8.6664,,-29.3557,40.3055,,-8.56,0.94,,,,,6.69,-112.52,4780,35.9,15.86,
MISS,Summer,Plain Pocketbook,,MR-PP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.0364,10.554,,-28.8435,41.4709,,-8.33,1.06,,,,,6.63,-112.71,3873,34.72,13.56,
MISS,Summer,Plain Pocketbook,,MR-PP-01,Mussel Tissue,Mussel Tissue,none,,,,,,11.9883553,7.195520085,,-29.86107785,34.53576833,,-8.76,0.86,,Tray 6b and 7a,0.372,927,5.2218,-104.812,6225,26.9207,9.8082,
